Tick,AverageTemperature,WhiteDaisyCount,BlackDaisyCount,TotalDaisyCount,SolarLuminosity
278,38.87,0,622,622,0.8000
279,38.95,0,606,606,0.8000
280,38.84,0,618,618,0.8000
281,38.90,0,643,643,0.8000
282,39.17,0,678,678,0.8000
283,39.64,0,711,711,0.8000
284,40.19,0,713,713,0.8000
285,40.48,0,709,709,0.8000
286,40.59,0,703,703,0.8000
287,40.59,0,707,707,0.8000
288,40.62,0,714,714,0.8000
289,40.71,0,726,726,0.8000
290,40.87,0,747,747,0.8000
291,41.15,0,763,763,0.8000
292,41.44,0,776,776,0.8000
293,41.71,0,788,788,0.8000
294,41.96,0,795,795,0.8000
295,42.15,0,800,800,0.8000
296,42.29,0,805,805,0.8000
297,42.41,0,801,801,0.8000
298,42.43,0,788,788,0.8000
299,42.32,0,780,780,0.8000
300,42.19,0,763,763,0.8000
301,41.96,0,714,714,0.8000
302,41.38,0,678,678,0.8000
303,40.74,0,648,648,0.8000
304,40.14,0,618,618,0.8000
305,39.55,0,582,582,0.8000
306,38.91,0,580,580,0.8000
307,38.57,0,585,585,0.8000
308,38.45,0,595,595,0.8000
309,38.49,0,639,639,0.8000
310,38.92,0,716,716,0.8000
311,39.88,0,752,752,0.8000
312,40.70,0,753,753,0.8000
313,41.12,0,747,747,0.8000
314,41.27,0,727,727,0.8000
315,41.16,0,720,720,0.8000
316,41.03,0,726,726,0.8000
317,41.03,0,721,721,0.8000
318,40.98,0,719,719,0.8000
319,40.93,0,738,738,0.8000
320,41.09,0,757,757,0.8000
321,41.35,0,771,771,0.8000
322,41.62,0,777,777,0.8000
323,41.81,0,775,775,0.8000
324,41.88,0,779,779,0.8000
325,41.96,0,780,780,0.8000
326,42.01,0,780,780,0.8000
327,42.03,0,768,768,0.8000
328,41.93,0,757,757,0.8000
329,41.77,0,738,738,0.8000
330,41.51,0,700,700,0.8000
331,41.02,0,652,652,0.8000
332,40.31,0,648,648,0.8000
333,39.92,0,608,608,0.8000
334,39.35,0,532,532,0.8000
335,38.33,0,482,482,0.8000
336,37.35,0,489,489,0.8000
337,36.92,0,504,504,0.8000
338,36.85,0,534,534,0.8000
339,37.10,0,612,612,0.8000
340,37.97,0,688,688,0.8000
341,39.14,0,728,728,0.8000
342,40.10,0,741,741,0.8000
343,40.70,0,726,726,0.8000
344,40.86,0,713,713,0.8000
345,40.82,0,712,712,0.8000
346,40.79,0,721,721,0.8000
347,40.86,0,732,732,0.8000
348,41.00,0,750,750,0.8000
349,41.24,0,768,768,0.8000
350,41.53,0,772,772,0.8000
351,41.72,0,784,784,0.8000
352,41.92,0,786,786,0.8000
353,42.05,0,784,784,0.8000
354,42.09,0,788,788,0.8000
355,42.15,0,785,785,0.8000
356,42.15,0,760,760,0.8000
357,41.91,0,744,744,0.8000
358,41.64,0,740,740,0.8000
359,41.47,0,739,739,0.8000
360,41.37,0,732,732,0.8000
361,41.25,0,717,717,0.8000
362,41.05,0,686,686,0.8000
363,40.66,0,628,628,0.8000
364,39.90,0,558,558,0.8000
365,38.86,0,529,529,0.8000
366,38.06,0,540,540,0.8000
367,37.76,0,592,592,0.8000
368,38.11,0,652,652,0.8000
369,38.86,0,682,682,0.8000
370,39.52,0,690,690,0.8000
371,39.93,0,704,704,0.8000
372,40.27,0,725,725,0.8000
373,40.64,0,733,733,0.8000
374,40.90,0,740,740,0.8000
375,41.09,0,735,735,0.8000
376,41.14,0,743,743,0.8000
377,41.25,0,744,744,0.8000
378,41.31,0,750,750,0.8000
379,41.39,0,757,757,0.8000
380,41.51,0,771,771,0.8000
381,41.69,0,780,780,0.8000
382,41.87,0,788,788,0.8000
383,42.04,0,783,783,0.8000
384,42.08,0,774,774,0.8000
385,42.01,0,761,761,0.8000
386,41.85,0,761,761,0.8000
387,41.77,0,749,749,0.8000
388,41.62,0,735,735,0.8000
389,41.41,0,711,711,0.8000
390,41.07,0,673,673,0.8000
391,40.54,0,645,645,0.8000
392,40.01,0,593,593,0.8000
393,39.25,0,561,561,0.8000
394,38.56,0,546,546,0.8000
395,38.07,0,540,540,0.8000
396,37.77,0,542,542,0.8000
397,37.64,0,582,582,0.8000
398,37.96,0,617,617,0.8000
399,38.45,0,660,660,0.8000
400,39.11,0,684,684,0.8000
401,39.66,0,715,715,0.8000
402,40.24,0,719,719,0.8000
403,40.56,0,750,750,0.8000
404,41.02,0,746,746,0.8000
405,41.21,0,748,748,0.8000
406,41.33,0,735,735,0.8000
407,41.26,0,735,735,0.8000
408,41.23,0,736,736,0.8000
409,41.22,0,756,756,0.8000
410,41.41,0,767,767,0.8000
411,41.61,0,779,779,0.8000
412,41.82,0,788,788,0.8000
413,42.02,0,787,787,0.8000
414,42.10,0,786,786,0.8000
415,42.14,0,761,761,0.8000
416,41.91,0,751,751,0.8000
417,41.71,0,727,727,0.8000
418,41.38,0,720,720,0.8000
419,41.14,0,714,714,0.8000
420,40.97,0,680,680,0.8000
421,40.56,0,652,652,0.8000
422,40.08,0,614,614,0.8000
423,39.48,0,585,585,0.8000
424,38.91,0,559,559,0.8000
425,38.37,0,585,585,0.8000
426,38.35,0,619,619,0.8000
427,38.66,0,612,612,0.8000
428,38.76,0,629,629,0.8000
429,38.96,0,645,645,0.8000
430,39.22,0,682,682,0.8000
431,39.70,0,735,735,0.8000
432,40.45,0,748,748,0.8000
433,40.95,0,754,754,0.8000
434,41.25,0,746,746,0.8000
435,41.33,0,737,737,0.8000
436,41.28,0,736,736,0.8000
437,41.25,0,736,736,0.8000
438,41.23,0,743,743,0.8000
439,41.29,0,750,750,0.8000
440,41.39,0,757,757,0.8000
441,41.50,0,758,758,0.8000
442,41.57,0,763,763,0.8000
443,41.65,0,764,764,0.8000
444,41.70,0,767,767,0.8000
445,41.75,0,751,751,0.8000
446,41.63,0,747,747,0.8000
447,41.53,0,732,732,0.8000
448,41.33,0,720,720,0.8000
449,41.12,0,677,677,0.8000
450,40.60,0,631,631,0.8000
451,39.91,0,599,599,0.8000
452,39.25,0,598,598,0.8000
453,38.92,0,622,622,0.8000
454,38.98,0,630,630,0.8000
455,39.08,0,637,637,0.8000
456,39.20,0,623,623,0.8000
457,39.13,0,634,634,0.8000
458,39.20,0,659,659,0.8000
459,39.47,0,691,691,0.8000
460,39.91,0,733,733,0.8000
461,40.54,0,747,747,0.8000
462,40.98,0,751,751,0.8000
463,41.24,0,754,754,0.8000
464,41.40,0,758,758,0.8000
465,41.52,0,756,756,0.8000
466,41.56,0,760,760,0.8000
467,41.62,0,755,755,0.8000
468,41.60,0,748,748,0.8000
469,41.52,0,750,750,0.8000
470,41.50,0,737,737,0.8000
471,41.37,0,736,736,0.8000
472,41.29,0,732,732,0.8000
473,41.21,0,731,731,0.8000
474,41.17,0,732,732,0.8000
475,41.15,0,729,729,0.8000
476,41.12,0,713,713,0.8000
477,40.95,0,682,682,0.8000
478,40.56,0,663,663,0.8000
479,40.19,0,618,618,0.8000
480,39.58,0,596,596,0.8000
481,39.06,0,613,613,0.8000
482,38.96,0,629,629,0.8000
483,39.07,0,628,628,0.8000
484,39.11,0,643,643,0.8000
485,39.27,0,671,671,0.8000
486,39.62,0,688,688,0.8000
487,39.96,0,712,712,0.8000
488,40.36,0,731,731,0.8000
489,40.74,0,751,751,0.8000
490,41.12,0,759,759,0.8000
491,41.39,0,758,758,0.8000
492,41.51,0,753,753,0.8000
493,41.53,0,759,759,0.8000
494,41.59,0,763,763,0.8000
495,41.66,0,769,769,0.8000
496,41.75,0,769,769,0.8000
497,41.80,0,770,770,0.8000
498,41.83,0,762,762,0.8000
499,41.77,0,762,762,0.8000
500,41.74,0,749,749,0.8000
501,41.60,0,737,737,0.8000
502,41.42,0,712,712,0.8000
503,41.09,0,702,702,0.8000
504,40.83,0,696,696,0.8000
505,40.64,0,685,685,0.8000
506,40.44,0,682,682,0.8000
507,40.31,0,670,670,0.8000
508,40.13,0,618,618,0.8000
509,39.55,0,579,579,0.8000
510,38.88,0,574,574,0.8000
511,38.50,0,580,580,0.8000
512,38.37,0,618,618,0.8000
513,38.66,0,678,678,0.8000
514,39.39,0,704,704,0.8000
515,39.99,0,733,733,0.8000
516,40.58,0,760,760,0.8000
517,41.12,0,765,765,0.8000
518,41.45,0,760,760,0.8000
519,41.56,0,762,762,0.8000
520,41.64,0,755,755,0.8000
521,41.61,0,765,765,0.8000
522,41.69,0,766,766,0.8000
523,41.74,0,758,758,0.8000
524,41.69,0,764,764,0.8000
525,41.72,0,785,785,0.8000
526,41.93,0,790,790,0.8000
527,42.09,0,782,782,0.8000
528,42.09,0,778,778,0.8000
529,42.05,0,763,763,0.8000
530,41.89,0,719,719,0.8000
531,41.39,0,694,694,0.8000
532,40.90,0,676,676,0.8000
533,40.49,0,672,672,0.8000
534,40.24,0,673,673,0.8000
535,40.12,0,662,662,0.8000
536,39.96,0,630,630,0.8000
537,39.58,0,574,574,0.8000
538,38.85,0,551,551,0.8000
539,38.26,0,551,551,0.8000
540,37.97,0,579,579,0.8000
541,38.09,0,633,633,0.8000
542,38.67,0,720,720,0.8000
543,39.79,0,769,769,0.8000
544,40.82,0,782,782,0.8000
545,41.46,0,773,773,0.8000
546,41.69,0,774,774,0.8000
547,41.81,0,774,774,0.8000
548,41.88,0,775,775,0.8000
549,41.92,0,756,756,0.8000
550,41.76,0,751,751,0.8000
551,41.63,0,756,756,0.8000
552,41.61,0,761,761,0.8000
553,41.65,0,761,761,0.8000
554,41.67,0,777,777,0.8000
555,41.84,0,774,774,0.8000
556,41.89,0,774,774,0.8000
557,41.91,0,764,764,0.8000
558,41.83,0,746,746,0.8000
559,41.62,0,714,714,0.8000
560,41.21,0,688,688,0.8000
561,40.75,0,669,669,0.8000
562,40.34,0,666,666,0.8000
563,40.11,0,664,664,0.8000
564,39.97,0,626,626,0.8000
565,39.54,0,583,583,0.8000
566,38.92,0,520,520,0.8000
567,38.00,0,483,483,0.8000
568,37.19,0,521,521,0.8000
569,37.15,0,592,592,0.8000
570,37.81,0,676,676,0.8000
571,38.94,0,726,726,0.8000
572,39.98,0,754,754,0.8000
573,40.77,0,754,754,0.8000
574,41.16,0,756,756,0.8000
575,41.38,0,754,754,0.8000
576,41.47,0,756,756,0.8000
577,41.53,0,754,754,0.8000
578,41.55,0,757,757,0.8000
579,41.58,0,761,761,0.8000
580,41.64,0,762,762,0.8000
581,41.67,0,758,758,0.8000
582,41.65,0,755,755,0.8000
583,41.62,0,754,754,0.8000
584,41.59,0,754,754,0.8000
585,41.57,0,756,756,0.8000
586,41.58,0,747,747,0.8000
587,41.50,0,726,726,0.8000
588,41.26,0,711,711,0.8000
589,41.00,0,703,703,0.8000
590,40.79,0,695,695,0.8000
591,40.61,0,682,682,0.8000
592,40.40,0,647,647,0.8000
593,39.96,0,600,600,0.8000
594,39.29,0,556,556,0.8000
595,38.53,0,539,539,0.8000
596,37.99,0,545,545,0.8000
597,37.78,0,567,567,0.8000
598,37.88,0,603,603,0.8000
599,38.28,0,655,655,0.8000
600,38.97,0,705,705,0.8000
601,39.80,0,748,748,0.8000
602,40.62,0,778,778,0.8000
603,41.32,0,781,781,0.8000
604,41.70,0,774,774,0.8000
605,41.82,0,778,778,0.8000
606,41.92,0,790,790,0.8000
607,42.08,0,798,798,0.8000
608,42.24,0,792,792,0.8000
609,42.26,0,781,781,0.8000
610,42.17,0,776,776,0.8000
611,42.07,0,776,776,0.8000
612,42.03,0,772,772,0.8000
613,41.96,0,772,772,0.8000
614,41.93,0,755,755,0.8000
615,41.76,0,737,737,0.8000
616,41.49,0,721,721,0.8000
617,41.21,0,699,699,0.8000
618,40.86,0,670,670,0.8000
619,40.41,0,649,649,0.8000
620,39.98,0,627,627,0.8000
621,39.56,0,621,621,0.8000
622,39.29,0,616,616,0.8000
623,39.10,0,607,607,0.8000
624,38.93,0,598,598,0.8000
625,38.75,0,590,590,0.8000
626,38.59,0,584,584,0.8000
627,38.45,0,632,632,0.8000
628,38.84,0,679,679,0.8000
629,39.48,0,727,727,0.8000
630,40.26,0,761,761,0.8000
631,40.98,0,772,772,0.8000
632,41.44,0,787,787,0.8000
633,41.81,0,789,789,0.8000
634,42.02,0,799,799,0.8000
635,42.22,0,795,795,0.8000
636,42.28,0,803,803,0.8000
637,42.39,0,799,799,0.8000
638,42.40,0,791,791,0.8000
639,42.33,0,793,793,0.8000
640,42.32,0,792,792,0.8000
641,42.30,0,799,799,0.8000
642,42.36,0,792,792,0.8000
643,42.32,0,771,771,0.8000
644,42.10,0,750,750,0.8000
645,41.79,0,727,727,0.8000
646,41.42,0,703,703,0.8000
647,41.00,0,672,672,0.8000
648,40.50,0,634,634,0.8000
649,39.88,0,600,600,0.8000
650,39.25,0,575,575,0.8000
651,38.69,0,551,551,0.8000
652,38.19,0,535,535,0.8000
653,37.78,0,509,509,0.8000
654,37.33,0,528,528,0.8000
655,37.29,0,603,603,0.8000
656,37.98,0,667,667,0.8000
657,38.94,0,730,730,0.8000
658,40.02,0,756,756,0.8000
659,40.81,0,755,755,0.8000
660,41.19,0,759,759,0.8000
661,41.42,0,768,768,0.8000
662,41.62,0,773,773,0.8000
663,41.77,0,772,772,0.8000
664,41.84,0,783,783,0.8000
665,41.98,0,781,781,0.8000
666,42.02,0,787,787,0.8000
667,42.11,0,791,791,0.8000
668,42.19,0,789,789,0.8000
669,42.21,0,789,789,0.8000
670,42.22,0,788,788,0.8000
671,42.21,0,789,789,0.8000
672,42.22,0,787,787,0.8000
673,42.20,0,774,774,0.8000
674,42.07,0,759,759,0.8000
675,41.86,0,734,734,0.8000
676,41.52,0,704,704,0.8000
677,41.06,0,678,678,0.8000
678,40.58,0,633,633,0.8000
679,39.92,0,573,573,0.8000
680,39.01,0,514,514,0.8000
681,37.99,0,486,486,0.8000
682,37.21,0,503,503,0.8000
683,36.99,0,564,564,0.8000
684,37.46,0,649,649,0.8000
685,38.51,0,735,735,0.8000
686,39.85,0,771,771,0.8000
687,40.87,0,780,780,0.8000
688,41.46,0,784,784,0.8000
689,41.80,0,776,776,0.8000
690,41.89,0,769,769,0.8000
691,41.87,0,773,773,0.8000
692,41.89,0,768,768,0.8000
693,41.86,0,773,773,0.8000
694,41.89,0,781,781,0.8000
695,41.98,0,774,774,0.8000
696,41.96,0,777,777,0.8000
697,41.98,0,789,789,0.8000
698,42.10,0,785,785,0.8000
699,42.13,0,787,787,0.8000
700,42.16,0,792,792,0.8000
701,42.22,0,790,790,0.8000
702,42.23,0,774,774,0.8000
703,42.09,0,768,768,0.8000
704,41.96,0,752,752,0.8000
705,41.74,0,704,704,0.8000
706,41.17,0,658,658,0.8000
707,40.45,0,610,610,0.8000
708,39.63,0,548,548,0.8000
709,38.63,0,467,467,0.8000
710,37.35,0,447,447,0.8000
711,36.52,0,492,492,0.8000
712,36.54,0,575,575,0.8000
713,37.34,0,679,679,0.8000
714,38.73,0,741,741,0.8000
715,40.02,0,772,772,0.8000
716,40.96,0,780,780,0.8000
717,41.51,0,783,783,0.8000
718,41.81,0,783,783,0.8000
719,41.96,0,786,786,0.8000
720,42.07,0,784,784,0.8000
721,42.10,0,778,778,0.8000
722,42.06,0,778,778,0.8000
723,42.04,0,773,773,0.8000
724,41.98,0,776,776,0.8000
725,41.98,0,764,764,0.8000
726,41.86,0,777,777,0.8000
727,41.93,0,782,782,0.8000
728,42.01,0,784,784,0.8000
729,42.07,0,784,784,0.8000
730,42.10,0,768,768,0.8000
731,41.96,0,757,757,0.8000
732,41.79,0,744,744,0.8000
733,41.58,0,718,718,0.8000
734,41.22,0,692,692,0.8000
735,40.80,0,652,652,0.8000
736,40.20,0,620,620,0.8000
737,39.60,0,549,549,0.8000
738,38.62,0,493,493,0.8000
739,37.60,0,513,513,0.8000
740,37.28,0,541,541,0.8000
741,37.38,0,624,624,0.8000
742,38.23,0,698,698,0.8000
743,39.36,0,736,736,0.8000
744,40.29,0,748,748,0.8000
745,40.87,0,767,767,0.8000
746,41.34,0,774,774,0.8000
747,41.64,0,796,796,0.8000
748,42.00,0,795,795,0.8000
749,42.17,0,796,796,0.8000
750,42.27,0,781,781,0.8000
751,42.17,0,777,777,0.8000
752,42.08,0,767,767,0.8000
753,41.95,0,779,779,0.8000
754,41.99,0,785,785,0.8000
755,42.07,0,785,785,0.8000
756,42.11,0,779,779,0.8000
757,42.07,0,778,778,0.8000
758,42.05,0,769,769,0.8000
759,41.95,0,758,758,0.8000
760,41.79,0,718,718,0.8000
761,41.33,0,696,696,0.8000
762,40.89,0,684,684,0.8000
763,40.56,0,659,659,0.8000
764,40.15,0,636,636,0.8000
765,39.73,0,597,597,0.8000
766,39.14,0,575,575,0.8000
767,38.64,0,567,567,0.8000
768,38.31,0,593,593,0.8000
769,38.40,0,638,638,0.8000
770,38.87,0,676,676,0.8000
771,39.47,0,701,701,0.8000
772,40.01,0,721,721,0.8000
773,40.47,0,747,747,0.8000
774,40.95,0,773,773,0.8000
775,41.43,0,796,796,0.8000
776,41.90,0,803,803,0.8000
777,42.20,0,794,794,0.8000
778,42.26,0,783,783,0.8000
779,42.19,0,785,785,0.8000
780,42.17,0,785,785,0.8000
781,42.16,0,788,788,0.8000
782,42.18,0,798,798,0.8000
783,42.29,0,795,795,0.8000
784,42.32,0,788,788,0.8000
785,42.26,0,787,787,0.8000
786,42.23,0,781,781,0.8000
787,42.15,0,762,762,0.8000
788,41.93,0,745,745,0.8000
789,41.66,0,705,705,0.8000
790,41.14,0,658,658,0.8000
791,40.43,0,646,646,0.8000
792,39.96,0,597,597,0.8000
793,39.26,0,563,563,0.8000
794,38.59,0,543,543,0.8000
795,38.06,0,550,550,0.8000
796,37.86,0,544,544,0.8000
797,37.70,0,563,563,0.8000
798,37.81,0,602,602,0.8000
799,38.23,0,623,623,0.8000
800,38.64,0,651,651,0.8000
801,39.12,0,698,698,0.8000
802,39.80,0,748,748,0.8000
803,40.62,0,773,773,0.8000
804,41.27,0,785,785,0.8000
805,41.71,0,789,789,0.8000
806,41.97,0,789,789,0.8000
807,42.10,0,782,782,0.8000
808,42.10,0,783,783,0.8000
809,42.10,0,782,782,0.8000
810,42.10,0,779,779,0.8000
811,42.07,0,784,784,0.8000
812,42.10,0,776,776,0.8000
813,42.04,0,773,773,0.8000
