Tick,AverageTemperature,WhiteDaisyCount,BlackDaisyCount,TotalDaisyCount,SolarLuminosity
784,38.14,0,587,587,0.8000
785,38.25,0,666,666,0.8000
786,39.06,0,706,706,0.8000
787,39.85,0,734,734,0.8000
788,40.51,0,724,724,0.8000
789,40.75,0,727,727,0.8000
790,40.90,0,735,735,0.8000
791,41.05,0,741,741,0.8000
792,41.18,0,759,759,0.8000
793,41.42,0,778,778,0.8000
794,41.72,0,784,784,0.8000
795,41.92,0,783,783,0.8000
796,42.02,0,787,787,0.8000
797,42.10,0,782,782,0.8000
798,42.10,0,778,778,0.8000
799,42.06,0,775,775,0.8000
800,42.01,0,790,790,0.8000
801,42.13,0,790,790,0.8000
802,42.19,0,789,789,0.8000
803,42.21,0,784,784,0.8000
804,42.17,0,767,767,0.8000
805,41.99,0,727,727,0.8000
806,41.52,0,677,677,0.8000
807,40.80,0,648,648,0.8000
