0,317,162,13.328929601849868
1,540,158,17.198507353388262
2,665,151,21.413277118728725
3,688,151,24.97698079179984
4,691,145,26.978526873862375
5,702,135,28.232808536546855
6,710,128,29.33977527962258
7,712,125,30.232002366489382
8,720,120,30.809646182608674
9,724,112,31.362260855831487
10,730,107,31.97657968798058
11,736,101,32.52842802178112
12,739,93,33.08651658149024
13,744,91,33.69402043316401
14,749,86,34.12048292775949
15,750,81,34.568851169064615
16,751,80,34.989964588850434
17,754,77,35.24754869754486
18,759,67,35.517422948296534
19,774,57,36.074874443094444
20,779,52,36.871633797101055
21,780,47,37.50515046811179
22,781,46,38.01883810275038
23,791,37,38.3227093188712
24,790,29,38.907443439863535
25,666,42,39.49006237730454
26,483,63,38.10975212884523
27,430,77,34.884609987377054
28,505,94,32.24113030839822
29,598,99,30.998701671391213
30,662,100,31.07843888329947
31,701,101,31.69215513215873
32,719,102,32.33406280652941
33,721,102,32.78947579556598
34,720,101,33.03628613752138
35,715,100,33.187614859863416
36,715,98,33.25299507752452
37,720,97,33.36063613652092
38,715,98,33.49969175969496
39,710,96,33.48398447760615
40,709,95,33.50332216813479
41,712,90,33.54091456476349
42,718,89,33.77574390964815
43,718,88,33.987945599484775
44,710,89,34.13152191948599
45,714,88,34.0894192146553
46,717,87,34.14405103219698
47,713,86,34.23749818720653
48,711,84,34.2834895449199
49,712,85,34.36233232650539
50,713,73,34.37383016593371
51,712,54,34.838836710361555
52,685,40,35.773822085432506
53,651,27,36.5080694837277
54,614,23,37.03760895252222
55,591,24,37.098859409664385
56,584,23,36.87231491762552
57,605,23,36.729654680659124
58,638,25,36.85891496026576
59,675,26,37.16380763261574
60,722,27,37.632199671294664
61,733,27,38.27786063032368
62,735,28,38.70576227074239
63,738,27,38.901341463305904
64,745,27,39.06526230582637
65,745,27,39.21408619311651
66,735,27,39.28849813676153
67,727,28,39.2301848713984
68,725,28,39.087137373885476
69,722,26,38.996509777691834
70,717,26,38.997491158605186
71,712,26,38.950222230469066
72,724,25,38.87882814780817
73,718,26,38.995229666183384
74,720,25,38.95864340797668
75,703,25,38.99692960139346
76,678,23,38.85368999488622
77,646,24,38.61822304883437
78,618,21,38.15735254173151
79,609,24,37.771889849309105
80,619,23,37.380764764382064
81,625,26,37.31819693418706
82,634,28,37.23179813615217
83,628,28,37.19961510043596
84,632,27,37.1262120402665
85,616,26,37.16519368013889
86,637,26,37.06932919566103
87,659,25,37.22198735151189
88,691,25,37.54593422632868
89,700,25,38.0135692227311
90,711,25,38.33335403439936
91,726,25,38.59831760113763
92,739,24,38.87407824028531
93,745,25,39.17360904328334
94,743,26,39.343210512010785
95,742,26,39.37143192385448
96,740,26,39.37599070605776
97,726,26,39.35916624972231
98,729,25,39.2170270894947
99,725,25,39.212088755619426
100,718,25,39.17141189380767
101,712,25,39.08420999687174
102,702,23,38.98329750609244
103,675,22,38.91227297368301
104,654,22,38.656334242160014
105,620,23,38.3277744783087
106,607,25,37.801253714869
107,594,27,37.33886737464189
108,588,29,36.90854824602123
109,585,33,36.56112618923366
110,609,34,36.208857489352546
111,607,35,36.22449383357445
112,621,35,36.17573268316541
113,638,34,36.2850790400208
114,652,34,36.539610396746966
115,672,34,36.800603007169904
116,680,34,37.122137786752646
117,696,34,37.35932056629257
118,708,33,37.6307427355595
119,712,32,37.91855237989867
120,718,32,38.13814037202543
121,732,32,38.30524591040021
122,737,32,38.52252561164742
123,735,32,38.678925080863884
124,740,33,38.73802096803495
125,740,32,38.777853055130414
126,735,34,38.835244573761045
127,734,35,38.74122976431772
128,731,34,38.647194960794586
129,711,30,38.608997262960195
130,693,29,38.54876184000348
131,681,27,38.384184976673914
132,672,22,38.262224410552214
133,672,20,38.302654189438854
134,663,19,38.39782002904817
135,633,19,38.39691111046859
136,624,21,38.10989893962193
137,604,25,37.80547459056569
138,583,28,37.31232204133463
139,587,31,36.752728943380454
140,593,33,36.39871366402883
141,621,36,36.20406661649857
142,633,37,36.261770531604384
143,638,38,36.367770098697186
144,670,40,36.43105402575345
145,692,40,36.693406598109746
146,690,40,37.03472520609635
147,702,40,37.18628066265243
148,717,41,37.37668147555328
149,721,41,37.577685262699234
150,723,41,37.71639485114646
151,737,40,37.80485349280717
152,740,39,38.02028522078035
153,742,39,38.19413233100546
154,735,38,38.300159733555255
155,736,36,38.32378544388315
156,721,33,38.420101172931496
157,711,34,38.43740660692596
158,694,33,38.31306461165465
159,683,33,38.125986385886335
160,676,35,37.92737611209802
161,675,34,37.686256559008
162,679,30,37.59362033382744
163,678,27,37.73541181644308
164,662,24,37.909182059281115
165,650,23,37.95566282645191
166,629,20,37.90175560049743
167,618,20,37.78663801467917
168,617,21,37.62400806086584
169,611,20,37.49566568515775
170,613,21,37.41165843007515
171,637,21,37.35128317488805
172,651,21,37.55034171654014
173,662,20,37.78359791942594
174,669,19,38.042772656856044
175,688,19,38.276698966683924
176,696,18,38.57514867225056
177,717,18,38.83826438986531
178,724,19,39.17041264676255
179,729,20,39.365874766158186
180,730,20,39.47388996936588
181,728,19,39.53744949468825
182,714,20,39.58760088499523
183,712,19,39.44147417300593
184,700,18,39.386782444657065
185,693,16,39.28228897094283
186,688,14,39.23812971822157
187,670,15,39.24324142343405
188,666,15,39.03638717402318
189,675,16,38.89475235444357
190,668,15,38.87242678303784
191,659,17,38.83187600638802
192,650,18,38.65068235443014
193,643,18,38.436642739901146
194,632,19,38.262759466606795
195,625,18,38.0332711939725
196,623,18,37.889139066708246
197,633,18,37.79796915563909
198,635,18,37.847903437290086
199,650,18,37.89197442555275
200,661,18,38.05728877546246
201,668,18,38.24501711132159
202,665,17,38.40574474528105
203,671,16,38.49492826618799
204,683,15,38.63430704403581
205,691,15,38.85609499266539
206,703,16,39.04340435672873
207,712,14,39.214206648300205
208,719,14,39.46052605771878
209,725,12,39.650549228458125
210,721,12,39.877823306304926
211,708,12,39.953252650354145
212,696,12,39.8667923140374
213,684,13,39.7089390612563
214,668,13,39.47791387516007
215,664,15,39.20957050261488
216,661,13,38.962240171302206
217,663,11,38.88487018465611
218,673,9,38.940239988935964
219,684,7,39.13839507842739
220,675,7,39.417494734243135
221,661,7,39.47107724868392
222,637,7,39.36414157384447
223,625,7,39.08142756717923
224,620,7,38.82544747922386
225,620,7,38.64969781665338
226,613,7,38.56182298536811
227,620,7,38.45102210369552
228,632,7,38.46248512888916
229,648,7,38.58283972610876
230,661,8,38.79584780421558
231,670,7,38.989051376527364
232,672,7,39.20909595123327
233,676,7,39.338222086023336
234,682,7,39.440992848292616
235,689,7,39.5496897717386
236,694,7,39.67090169949159
237,710,6,39.77926728196084
238,710,5,40.02375632777547
239,713,4,40.183476325765746
240,707,2,40.329467570999434
241,701,2,40.42010260147072
242,687,3,40.40810857439504
243,662,3,40.2309091537144
244,640,4,39.90351135040997
245,638,5,39.49219465186645
246,636,5,39.22995698007461
247,645,5,39.079734296741634
248,651,5,39.09059026854218
249,639,5,39.153329796753795
250,622,5,39.07007647623689
251,622,5,38.86606711276287
252,611,5,38.764062431025835
253,595,5,38.60798892925311
254,594,5,38.37712139886969
255,600,4,38.252135709959504
256,613,4,38.284429882898706
257,630,5,38.424751977709626
258,643,6,38.619820253247696
259,656,7,38.80405392427514
260,665,6,38.982870293047284
261,679,6,39.19572126598331
262,678,6,39.435873684511215
263,683,6,39.54639797005663
264,686,6,39.64941973142213
265,688,6,39.72958638326058
266,686,6,39.78877355661689
267,686,5,39.79926329585796
268,694,5,39.84198364056139
269,697,4,39.93975920266163
270,693,3,40.054778229950394
271,696,3,40.11155552380342
272,689,3,40.16859994188559
273,666,3,40.13025868489677
274,663,3,39.89139381087535
275,662,3,39.74330560270903
276,653,3,39.6597095749073
