790,39.26,0,622,622,0.8
791,39.15,0,615,615,0.8
792,39.03,0,616,616,0.8
793,38.97,0,616,616,0.8
794,38.95,0,605,605,0.8
795,38.83,0,602,602,0.8
796,38.74,0,600,600,0.8
797,38.68,0,601,601,0.8
798,38.66,0,622,622,0.8
799,38.85,0,643,643,0.8
800,39.14,0,654,654,0.8
801,39.4,0,662,662,0.8
802,39.6,0,657,657,0.8
803,39.65,0,667,667,0.8
804,39.77,0,680,680,0.8
805,39.96,0,691,691,0.8
806,40.16,0,708,708,0.8
807,40.42,0,726,726,0.8
808,40.72,0,725,725,0.8
809,40.86,0,727,727,0.8
810,40.95,0,725,725,0.8
811,40.98,0,721,721,0.8
812,40.95,0,709,709,0.8
813,40.83,0,684,684,0.8
814,40.52,0,664,664,0.8
815,40.18,0,641,641,0.8
816,39.79,0,628,628,0.8
817,39.47,0,609,609,0.8
818,39.13,0,580,580,0.8
819,38.68,0,579,579,0.8
820,38.45,0,576,576,0.8
821,38.3,0,587,587,0.8
822,38.34,0,606,606,0.8
823,38.53,0,612,612,0.8
824,38.69,0,627,627,0.8
825,38.91,0,635,635,0.8
826,39.1,0,643,643,0.8
827,39.27,0,657,657,0.8
828,39.49,0,660,660,0.8
829,39.62,0,656,656,0.8
830,39.66,0,655,655,0.8
831,39.66,0,651,651,0.8
832,39.63,0,636,636,0.8
833,39.47,0,654,654,0.8
834,39.56,0,678,678,0.8
835,39.83,0,695,695,0.8
836,40.13,0,701,701,0.8
837,40.34,0,722,722,0.8
838,40.64,0,736,736,0.8
839,40.93,0,738,738,0.8
840,41.09,0,736,736,0.8
841,41.15,0,722,722,0.8
842,41.05,0,709,709,0.8
843,40.87,0,710,710,0.8
844,40.8,0,700,700,0.8
845,40.66,0,682,682,0.8
846,40.42,0,660,660,0.8
847,40.09,0,643,643,0.8
848,39.77,0,625,625,0.8
849,39.43,0,603,603,0.8
850,39.05,0,597,597,0.8
851,38.81,0,602,602,0.8
852,38.73,0,621,621,0.8
853,38.87,0,642,642,0.8
854,39.15,0,656,656,0.8
855,39.42,0,663,663,0.8
856,39.62,0,662,662,0.8
857,39.71,0,678,678,0.8
858,39.91,0,670,670,0.8
859,39.93,0,652,652,0.8
860,39.77,0,641,641,0.8
861,39.59,0,638,638,0.8
862,39.46,0,625,625,0.8
863,39.28,0,627,627,0.8
864,39.21,0,635,635,0.8
865,39.25,0,640,640,0.8
866,39.31,0,655,655,0.8
867,39.49,0,673,673,0.8
868,39.75,0,690,690,0.8
869,40.04,0,704,704,0.8
870,40.32,0,718,718,0.8
871,40.6,0,724,724,0.8
872,40.79,0,711,711,0.8
873,40.76,0,695,695,0.8
874,40.6,0,673,673,0.8
875,40.3,0,655,655,0.8
876,39.99,0,632,632,0.8
877,39.61,0,598,598,0.8
878,39.09,0,570,570,0.8
879,38.57,0,572,572,0.8
880,38.32,0,579,579,0.8
881,38.27,0,600,600,0.8
882,38.44,0,614,614,0.8
883,38.66,0,629,629,0.8
884,38.92,0,655,655,0.8
885,39.29,0,670,670,0.8
886,39.62,0,676,676,0.8
887,39.85,0,682,682,0.8
888,40.01,0,681,681,0.8
889,40.09,0,677,677,0.8
890,40.09,0,681,681,0.8
891,40.13,0,681,681,0.8
892,40.15,0,681,681,0.8
893,40.15,0,670,670,0.8
894,40.05,0,671,671,0.8
895,40.01,0,665,665,0.8
896,39.94,0,663,663,0.8
897,39.88,0,667,667,0.8
898,39.89,0,675,675,0.8
899,39.97,0,695,695,0.8
900,40.2,0,705,705,0.8
901,40.41,0,715,715,0.8
902,40.61,0,717,717,0.8
903,40.73,0,709,709,0.8
904,40.72,0,680,680,0.8
905,40.43,0,666,666,0.8
906,40.15,0,647,647,0.8
907,39.83,0,631,631,0.8
908,39.52,0,605,605,0.8
909,39.12,0,577,577,0.8
910,38.65,0,571,571,0.8
911,38.35,0,572,572,0.8
912,38.22,0,593,593,0.8
913,38.35,0,622,622,0.8
914,38.69,0,650,650,0.8
915,39.13,0,668,668,0.8
916,39.52,0,677,677,0.8
917,39.81,0,675,675,0.8
918,39.93,0,674,674,0.8
919,39.98,0,666,666,0.8
920,39.93,0,673,673,0.8
921,39.97,0,675,675,0.8
922,40.01,0,677,677,0.8
923,40.05,0,675,675,0.8
924,40.05,0,668,668,0.8
925,39.98,0,660,660,0.8
926,39.87,0,654,654,0.8
927,39.76,0,660,660,0.8
928,39.76,0,668,668,0.8
929,39.84,0,685,685,0.8
930,40.04,0,688,688,0.8
931,40.17,0,692,692,0.8
932,40.27,0,682,682,0.8
933,40.23,0,680,680,0.8
934,40.19,0,673,673,0.8
935,40.1,0,661,661,0.8
936,39.94,0,651,651,0.8
937,39.77,0,628,628,0.8
938,39.46,0,601,601,0.8
939,39.05,0,577,577,0.8
940,38.61,0,573,573,0.8
941,38.36,0,574,574,0.8
942,38.24,0,603,603,0.8
943,38.46,0,627,627,0.8
944,38.79,0,647,647,0.8
945,39.15,0,667,667,0.8
946,39.53,0,688,688,0.8
947,39.91,0,696,696,0.8
948,40.18,0,701,701,0.8
949,40.36,0,696,696,0.8
950,40.41,0,693,693,0.8
951,40.4,0,686,686,0.8
952,40.33,0,685,685,0.8
953,40.29,0,681,681,0.8
954,40.22,0,677,677,0.8
955,40.16,0,670,670,0.8
956,40.05,0,664,664,0.8
957,39.95,0,667,667,0.8
958,39.92,0,679,679,0.8
959,40.02,0,700,700,0.8
960,40.28,0,708,708,0.8
961,40.48,0,715,715,0.8
962,40.65,0,712,712,0.8
963,40.7,0,706,706,0.8
964,40.67,0,699,699,0.8
965,40.59,0,671,671,0.8
966,40.28,0,649,649,0.8
967,39.92,0,608,608,0.8
968,39.34,0,583,583,0.8
969,38.82,0,563,563,0.8
970,38.36,0,531,531,0.8
971,37.83,0,511,511,0.8
972,37.37,0,519,519,0.8
973,37.22,0,536,536,0.8
974,37.31,0,571,571,0.8
975,37.69,0,604,604,0.8
976,38.19,0,635,635,0.8
977,38.74,0,665,665,0.8
978,39.3,0,683,683,0.8
979,39.75,0,684,684,0.8
980,39.99,0,687,687,0.8
981,40.13,0,689,689,0.8
982,40.22,0,687,687,0.8
